Berserk,Manga,Ongoing,Publishing,Aug 25 1989 to ?,Action / Adventure / Demons / Drama / Fantasy / Horror / Supernatural / Military / Psychological / Seinen,Miura Kentarou (Story & Art),Young Animal,9.33,1,4,139571
I Want to Eat Your Pancreas,Manga,10,Finished,Aug 25 2016 to May 25 2017,Drama,Kirihara Idumi (Art)  Sumino Yoru (Story),Monthly Action,8.48,126,564,8288
The Breaker: New Waves,Manhwa,203,Finished,Oct 8 2010 to May 8 2015,Action / Comedy / Drama / Martial Arts / Romance / School,Park Jin-Hwan (Art)  Jeon Geuk-jin (Story),Daum Webtoon,8.47,127,86,40169
Fullmetal Alchemist Novel,Novel,35,Finished,Feb 2003 to Apr 22 2010,Action / Adventure / Comedy / Mystery / Drama / Historical / Shounen / Supernatural / Psychological,Arakawa Hiromu (Art)  Inoue Makoto (Story),None,8.47,128,988,3941
21st Century Boys,Manga,16,Finished,Dec 25 2006 to Jul 14 2007,Mystery / Drama / Sci-Fi / Psychological / Seinen,Urasawa Naoki (Story & Art),Big Comic Spirits,8.46,129,199,22838
Bakuman,Manga,176,Finished,Aug 11 2008 to Apr 23 2012,Comedy / Drama / Romance / Shounen,Obata Takeshi (Art)  Ohba Tsugumi (Story),Shounen Jump (Weekly),8.46,130,25,64602
Lucifer and the Biscuit Hammer,Manga,65,Finished,Jun 30 2005 to Aug 30 2010,Action / Adventure / Comedy / Drama / Psychological / Seinen,Mizukami Satoshi (Story & Art),Young King OURs GH,8.46,131,202,16888
Nodame Cantabile,Manga,150,Finished,Jul 10 2001 to Aug 25 2010,Comedy / Romance / Slice of Life / Josei,Ninomiya Tomoko (Story & Art),Kiss,8.45,132,448,7886
Blade of the Immortal,Manga,207,Finished,Jun 25 1993 to Dec 25 2012,Action / Adventure / Drama / Historical / Martial Arts / Samurai / Supernatural / Seinen,Samura Hiroaki (Story & Art),Afternoon,8.45,133,177,12304
The Glass Mask,Manga,Ongoing,Publishing,Jan 1976 to ?,Drama / Romance / Shoujo,Miuchi Suzue (Story & Art),Hana to Yume,8.45,134,1507,2015
Spice & Wolf,Manga,108,Finished,Sep 27 2007 to Dec 27 2017,Adventure / Drama / Fantasy / Historical / Romance / Supernatural / Seinen,Koume Keito (Art)  Hasekura Isuna (Story),Dengeki Maoh,8.45,135,346,9281
Barakamon,Manga,135,Finished,Feb 22 2008 to Jan 10 2019,Comedy / Shounen / Slice of Life,Yoshino Satsuki (Story & Art),Gangan Online,8.45,136,374,7022
Umineko WHEN THEY CRY Episode 5: End of the Golden Witch,Manga,27,Finished,Oct 22 2010 to Nov 22 2012,Mystery / Drama / Fantasy / Horror / Magic / Shounen / Supernatural / Psychological / Thriller,Ryukishi07 (Story)  Akitaka (Art),Gangan Joker,8.45,137,1546,3082
Annarasumanara,Manhwa,27,Finished,Jul 2 2010 to Dec 31 2010,Mystery / Drama / Romance / School / Psychological / Seinen,Ha Il-Kwon (Story & Art),Naver Webtoon,8.45,138,172,19974
Steins;Gate,Novel,17,Finished,Jun 30 2011 to May 31 2012,Sci / Sci-Fi / Thriller,Sakai Kyuuta (Art)  Miwa Kiyomune (Story),None,8.45,139,1890,1279
SQ: Begin With Your Name!,Manhua,9,Finished,Oct 5 2015 to Dec 1 2017,Comedy / School / Shoujo / Slice of Life,Tanjiu (Story & Art),None,8.45,140,291,11468
ERASED,Manga,49,Finished,Jun 4 2012 to Nov 4 2016,Mystery / Supernatural / Psychological / Seinen,Sanbe Kei (Story & Art),Young Ace,8.44,141,117,28323
Dragon Ball,Manga,520,Finished,Nov 20 1984 to May 23 1995,Action / Adventure / Comedy / Martial Arts / Sci-Fi / Shounen / Super,Toriyama Akira (Story & Art),Shounen Jump (Weekly),8.44,143,50,60867
Battle Angel Alita,Manga,53,Finished,Nov 1990 to Mar 1995,Action / Sci-Fi / Seinen,Kishiro Yukito (Story & Art),Business Jump,8.44,143,154,17892
The Ancient Magus' Bride,Manga,Ongoing,Publishing,Nov 30 2013 to ?,Fantasy / Magic / Shounen / Slice of Life,Yamazaki Kore (Story & Art),Comic Garden,8.44,142,105,16965
Wolf Children: Ame & Yuki,Manga,16,Finished,Apr 4 2012 to Aug 3 2013,Drama / Fantasy / Romance / Slice of Life / Seinen,Hosoda Mamoru (Story)  Yuu (Art),Young Ace,8.43,153,647,6618
The Saga of Tanya the Evil,Novel,Ongoing,Publishing,Oct 31 2013 to ?,Magic / Military,Shinotsuki Shinobu (Art)  Zen Carlo (Story),None,8.43,150,884,2337
The Promised Neverland,Manga,181,Finished,Aug 1 2016 to Jun 15 2020,Mystery / Horror / Sci-Fi / Shounen,Demizu Posuka (Art)  Shirai Kaiu (Story),Shounen Jump (Weekly),8.43,151,18,65060
To Your Eternity,Manga,Ongoing,Publishing,Nov 9 2016 to ?,Drama / Shounen / Supernatural,Ooima Yoshitoki (Story & Art),Shounen Magazine (Weekly),8.43,148,226,10125
Basara,Manga,112,Finished,Aug 11 1990 to May 13 1998,Adventure / Drama / Fantasy / Romance / Shoujo,Tamura Yumi (Story & Art),Betsucomi,8.43,149,712,4897
Doraemon,Manga,821,Finished,Dec 1969 to 1996,Adventure / Comedy / Kids / School / Sci-Fi / Shounen / Slice of Life,Fujiko Fujio F. (Story & Art),None,8.43,146,1353,4300
My Girl,Manga,44,Finished,Jun 2 2006 to Sep 3 2010,Drama / Slice of Life / Seinen,Yumeka Sumomo (Story & Art),Comic Bunch,8.43,147,525,6908
Rainbow,Manga,235,Finished,Nov 21 2002 to Jan 4 2010,Drama / Historical / Psychological / Seinen,Abe George (Story)  Kakizaki Masasumi (Art),Young Sunday (Weekly),8.43,148,683,4386
A Certain Magical Index,Novel,133,Finished,Apr 10 2004 to Oct 10 2010,Action / Comedy / Fantasy / Magic / Sci-Fi / Super / Supernatural,Kamachi Kazuma (Story)  Haimura Kiyotaka (Art),None,8.43,153,450,6642
Blade of the Phantom Master,Manga,76,Finished,Mar 19 2001 to Aug 18 2007,Action / Adventure / Drama / Fantasy / Historical / Supernatural / Seinen,Yoon In-Wan (Story)  Yang Kyung-il (Art),Sunday Gene-X,8.42,157,366,8683
Maid-sama!,Manga,98,Finished,Dec 24 2005 to Sep 24 2013,Comedy / Romance / School / Shoujo,Fujiwara Hiro (Story & Art),LaLa,8.42,158,33,60095
Durarara!!,Novel,89,Finished,Apr 10 2004 to Jan 10 2014,Action / Drama / Romance / Supernatural,Narita Ryohgo (Story)  Yasuda Suzuhito (Art),None,8.42,156,463,4759
Orange,Manga,31,Finished,Mar 13 2012 to Jan 25 2017,Drama / Romance / School / Sci-Fi / Shoujo,Takano Ichigo (Story & Art),Monthly Action,8.42,157,40,48433
Welcome to the Ballroom,Manga,Ongoing,Publishing,Nov 5 2011 to ?,Comedy / Drama / Romance / School / Shounen / Sports,Takeuchi Tomo (Story & Art),Shounen Magazine (Monthly),8.42,158,384,7739
Drugstore Soliloquy,Manga,Ongoing,Publishing,May 25 2017 to ?,Drama / Historical / Seinen,Hyuuga Natsu (Story)  Nekokurage (Art)  Nanao Itsuki (Story),Big Gangan,8.42,156,870,3626
Parasyte,Manga,64,Finished,Nov 22 1989 to Dec 23 1995,Action / Drama / Horror / Sci-Fi / Psychological / Seinen,Iwaaki Hitoshi (Story & Art),Afternoon,8.41,160,97,34157
Act-age,Manga,Ongoing,Publishing,Jan 22 2018 to ?,Shounen,Matsuki Tatsuya (Story)  Usazaki Shiro (Art),Shounen Jump (Weekly),8.41,161,394,6592
My Hero Academia,Manga,Ongoing,Publishing,Jul 7 2014 to ?,Action / Comedy / School / Shounen / Super,Horikoshi Kouhei (Story & Art),Shounen Jump (Weekly),8.41,162,9,109135
JoJo's Bizarre Adventure Part 8: Jojolion,Manga,Ongoing,Publishing,May 19 2011 to ?,Action / Adventure / Mystery / Supernatural / Seinen,Araki Hirohiko (Story & Art),Ultra Jump,8.41,163,129,19439
Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch,Manga,48,Finished,Apr 13 2011 to Mar 12 2015,Mystery / Drama / Shounen / Supernatural / Psychological / Thriller,Mizuno Eita (Art)  Ryukishi07 (Story),Shounen Gangan,8.4,172,1952,2128
Blue Period,Manga,Ongoing,Publishing,Jun 24 2017 to ?,Drama / School / Seinen,Yamaguchi Tsubasa (Story & Art),Afternoon,8.4,164,1177,2241
xxxHOLiC,Manga,213,Finished,Feb 24 2003 to Feb 9 2011,Comedy / Mystery / Drama / Magic / Supernatural / Seinen,CLAMP (Story & Art),Young Magazine (Weekly),8.4,165,116,27364
Love Com,Manga,68,Finished,Aug 13 2001 to Aug 13 2007,Comedy / Drama / Romance / School / Shoujo,Nakahara Aya (Story & Art),Bessatsu Margaret,8.4,167,171,20858
Cardcaptor Sakura,Manga,50,Finished,May 2 1996 to Jul 3 2000,Adventure / Comedy / Fantasy / Magic / Romance / Shoujo,CLAMP (Story & Art),Nakayoshi,8.4,168,162,25312
From Far Away,Manga,57,Finished,Sep 24 1991 to Jan 24 2003,Adventure / Demons / Fantasy / Romance / Shoujo,Hikawa Kyouko (Story & Art),LaLa,8.4,168,934,4838
Forest of the Piano,Manga,242,Finished,Aug 5 1998 to Nov 5 2015,Drama / Music / Seinen,Isshiki Makoto (Story & Art),Morning,8.4,169,1020,3556
Barefoot Gen,Manga,54,Finished,May 22 1973 to Sep 10 1974,Drama / Historical / Shounen,Nakazawa Keiji (Story & Art),Shounen Jump (Weekly),8.4,171,1837,1656
Dengeki Daisy,Manga,80,Finished,May 12 2007 to Dec 24 2013,Comedy / Drama / Romance / Shoujo,Motomi Kyousuke (Story & Art),Betsucomi,8.4,171,48,44102
Ping Pong,Manga,55,Finished,1996 to 1997,Drama / Sports / Psychological / Seinen,Matsumoto Taiyou (Story & Art),Big Comic Spirits,8.39,177,1392,2703
Something About Us,Manhwa,101,Finished,Oct 1 2014 to Oct 19 2016,Romance / School / Slice of Life,Lee Yunji (Story & Art),Lezhin Comics Webtoon,8.39,173,700,5090
Komi Can't Communicate,Manga,Ongoing,Publishing,May 18 2016 to ?,Comedy / School / Shounen,Oda Tomohito (Story & Art),Shounen Sunday,8.39,174,51,32608
The world of Machida-kun,Manga,28,Finished,Jun 13 2013 to Apr 13 2018,School / Shoujo,Andou Yuki (Story & Art),Bessatsu Margaret,8.39,175,1048,4509
That Time I Got Reincarnated as a Slime,Novel,Ongoing,Publishing,May 30 2014 to ?,Fantasy,Mitz Vah (Art)  Fuse (Story),None,8.39,176,725,4739
Bungo Stray Dogs,Manga,Ongoing,Publishing,Dec 4 2012 to ?,Action / Supernatural / Seinen,Asagiri Kafka (Story)  Harukawa35 (Art),Young Ace,8.38,178,250,9991
Canis Series,Manga,Ongoing,Publishing,Jun 28 2012 to ?,Drama / Shounen / Slice of Life,Ishie Hachi (Story & Art),Opera,8.38,179,1992,1606
Dad the Beard Gorilla and I,Manga,Ongoing,Finished,Feb 4 2011 to Nov 5 2018,Comedy / Slice of Life,Koike Sadaji (Story & Art),Manga Club,8.38,187,2610,1627
That Time I Got Reincarnated as a Slime,Manga,Ongoing,Publishing,Mar 26 2015 to ?,Fantasy / Shounen,Kawakami Taiki (Art)  Fuse (Story),Shounen Sirius,8.38,188,128,21803
SKET Dance,Manga,288,Finished,Jul 14 2007 to Jul 8 2013,Comedy / Drama / School / Shounen,Shinohara Kenta (Story & Art),Shounen Jump (Weekly),8.38,182,419,9057
Liar Game,Manga,203,Finished,Feb 17 2005 to Jan 22 2015,Drama / Game / Psychological / Seinen,Kaitani Shinobu (Story & Art),Young Jump,8.38,183,83,27057
Ask the Stars for Help!,Manga,82,Finished,Mar 24 1997 to May 20 2005,Comedy / Drama / Shoujo / Shounen,Abe Miyuki (Story & Art),Ichiraci,8.38,180,1764,2282
Gambling Apocalypse Kaiji,Manga,158,Finished,Feb 10 1996 to Jul 26 1999,Drama / Game / Seinen,Fukumoto Nobuyuki (Story & Art),Young Magazine (Weekly),8.38,185,1265,2682
Flower With Devil,Manga,58,Finished,Oct 20 2007 to Nov 20 2010,Comedy / Demons / Mystery / Drama / Fantasy / Historical / Romance / Shoujo / Supernatural,Oto Hisamu (Story & Art),Hana to Yume,8.38,182,223,17316
Love So Life,Manga,111,Finished,Apr 15 2008 to Jul 18 2015,Comedy / Drama / Romance / Shoujo / Slice of Life,Kouchi Kaede (Story & Art),Hana to Yume,8.38,183,166,20369
Demon Slayer: Kimetsu no Yaiba,Manga,207,Finished,Feb 15 2016 to May 18 2020,Action / Demons / Historical / Shounen / Supernatural,Gotouge Koyoharu (Story & Art),Shounen Jump (Weekly),8.38,184,27,63274
The Case Study of Vanitas,Manga,Ongoing,Publishing,Dec 22 2015 to ?,Fantasy / Historical / Shounen / Vampire / Supernatural,Mochizuki Jun (Story & Art),Gangan Joker,8.37,197,475,4059
Atelier of Witch Hat,Manga,Ongoing,Publishing,Jul 22 2016 to ?,Fantasy / Magic / Seinen,Shirahama Kamome (Story & Art),Morning Two,8.37,190,600,3780
I Hear the Sunspot,Manga,Ongoing,Publishing,Dec 21 2013 to ?,School / Shounen / Slice of Life,Fumino Yuki (Story & Art),Canna,8.37,189,662,5357
No.6,Manga,35,Finished,Jan 28 2011 to Nov 28 2013,Action / Mystery / Drama / Sci-Fi / Shoujo,Asano Atsuko (Story)  Kino Hinoki (Art),ARIA,8.37,193,269,12329
The Legend and the Hero II,Manhua,64,Finished,2011 to 2012,Action / Fantasy / Historical / Martial Arts / Supernatural,Tang Chi Fai (Art)  Zheng Jian He (Story)  Cheng Kin Wo (Art),None,8.37,194,1095,5478
The Legend and the Hero III Chronicles of the God's Order III,Manhua,80,Finished,2012 to 2014,Action / Fantasy / Historical / Martial Arts / Supernatural / Seinen,Tang Chi Fai (Art)  Zheng Jian He (Story)  Cheng Kin Wo (Art),None,8.37,195,1421,3956
Kids on the Slope: Bonus Track,Manga,5,Finished,Mar 28 2012 to Jul 28 2012,Drama / Historical / Music / Romance / Slice of Life / Josei,Kodama Yuki (Story & Art),Flowers (Monthly),8.37,195,2647,2338
Azumanga Daioh,Manga,69,Finished,Jan 18 1999 to Mar 21 2002,Comedy / School / Slice of Life,Azuma Kiyohiko (Story & Art),Dengeki Daioh,8.37,190,233,19056
Full Metal Panic! Sigma,Manga,90,Finished,Apr 9 2005 to Sep 9 2013,Action / Mecha / Romance / Shounen / Military,Gatoh Shoji (Story)  Ueda Hiroshi (Art),Dragon Age,8.37,191,1191,4305
Death Note Another Note: The Los Angeles BB Murder Cases,Novel,7,Finished,Aug 1 2006 to Aug 14 2006,Mystery,Obata Takeshi (Art)  NISIO ISIN (Story),None,8.37,192,372,12353
Red River,Manga,96,Finished,Jan 5 1995 to Jun 5 2002,Action / Adventure / Drama / Fantasy / Historical / Romance / Shoujo / Supernatural,Shinohara Chie (Story & Art),Sho-Comi,8.36,199,555,7670
Planetes,Manga,27,Finished,Jan 14 1999 to Jan 8 2004,Drama / Sci-Fi / Space / Slice of Life / Psychological / Seinen,Yukimura Makoto (Story & Art),Morning,8.36,200,335,9801
Tokyo Crazy Paradise,Manga,111,Finished,Dec 25 1996 to Apr 25 2002,Action / Comedy / Drama / Romance / Shoujo / Gender Bender,Nakamura Yoshiki (Story & Art),Hana to Yume,8.36,201,696,6400
Gambling Heathen Kaiji,Manga,134,Finished,Nov 2000 to Apr 2004,Drama / Game,Fukumoto Nobuyuki (Story & Art),Young Magazine (Weekly),8.36,202,1883,2624
Billy Bat,Manga,165,Finished,Oct 16 2008 to Aug 18 2016,Mystery / Drama / Historical / Supernatural / Police / Psychological / Seinen,Urasawa Naoki (Story & Art)  Nagasaki Takashi (Story),Morning,8.36,203,380,7455
Cheese in the Trap Season 4,Manhwa,29,Finished,Sep 2 2015 to Mar 29 2017,Comedy / Mystery / Romance / School / Slice of Life,Soonkki (Story & Art),Naver Webtoon,8.36,204,3438,1423
Alice in Borderland,Manga,87,Finished,Nov 25 2010 to Mar 2 2016,Action / Horror / Shounen / Supernatural / Psychological,Aso Haro (Story & Art),Shounen Sunday Super,8.36,205,439,8104
Noblesse,Manhwa,Ongoing,Finished,Dec 30 2007 to Jan 7 2019,Action / Adventure / Comedy / School / Supernatural,Son Jae-Ho (Story)  Lee Gwang-Su (Art),Naver Webtoon,8.35,206,82,28947
Hellsing,Manga,92,Finished,1997 to Sep 30 2008,Action / Historical / Horror / Vampire / Supernatural / Seinen,Hirano Kouta (Story & Art),Young King OURs,8.35,207,111,32710
Gakuen Alice,Manga,183,Finished,Sep 5 2002 to Jun 20 2013,Comedy / Drama / School / Shoujo / Super,Higuchi Tachibana (Story & Art),Hana to Yume,8.35,208,265,17010
Mars,Manga,59,Finished,Jan 13 1996 to Nov 13 2000,Drama / Romance / Shoujo / Slice of Life / Psychological,Souryo Fuyumi (Story & Art),Bessatsu Friend,8.35,209,391,12021
Legend of Angel,Manga,89,Finished,May 7 1992 to Feb 5 2000,Action / Comedy / Martial Arts / Romance / School / Shounen,Yagi Norihiro (Story & Art),Shounen Jump (Monthly),8.35,210,219,18017
Zatch Bell!,Manga,323,Finished,Jan 10 2001 to Dec 26 2007,Action / Adventure / Comedy / Magic / Shounen / Supernatural,Raiku Makoto (Story & Art),Shounen Sunday,8.35,211,473,9607
Honey and Clover,Manga,71,Finished,Apr 24 2000 to Jul 28 2006,Comedy / Drama / Romance / Slice of Life / Josei,Umino Chika (Story & Art),Young You,8.35,212,612,4968
Touch,Manga,257,Finished,Aug 5 1981 to Nov 12 1986,Comedy / Drama / Romance / School / Shounen / Sports,Adachi Mitsuru (Story & Art),Shounen Sunday,8.35,213,1369,3600
Saiyuki Gaiden,Manga,35,Finished,May 18 1999 to May 16 2009,Action / Adventure / Fantasy,Minekura Kazuya (Story & Art),GFantasy,8.35,214,1380,2522
Toradora!,Novel,62,Finished,Mar 10 2006 to Mar 10 2009,Comedy / Romance / School / Slice of Life,Takemiya Yuyuko (Story)  Yasu (Art),None,8.35,215,519,5461
The Adventure of Doraemon,Manga,126,Finished,Jan 1980 to Mar 2004,Adventure / Comedy / Fantasy / Kids / Sci-Fi / Shounen / Slice of Life,Fujiko Fujio F. (Story & Art),CoroCoro Comic,8.35,216,4929,1253
Seishun Buta Yarou Series,Novel,Ongoing,Publishing,Apr 10 2014 to ?,Comedy / Romance / School,Kamoshida Hajime (Story)  Mizoguchi Keiji (Art),None,8.35,217,1230,1311
Delicious in Dungeon,Manga,Ongoing,Publishing,Feb 15 2014 to ?,Comedy / Fantasy / Seinen,Kui Ryoko (Story & Art),Harta,8.34,218,351,7060
Honzuki no Gekokujou,Novel,Ongoing,Publishing,Jan 25 2015 to ?,Fantasy,Shiina You (Art)  Kazuki Miya (Story),None,8.34,219,3013,1149
Pet Shop of Horrors,Manga,41,Finished,1995 to 1998,Comedy / Mystery / Fantasy / Horror / Supernatural / Josei,Akino Matsuri (Story & Art),Horror M,8.34,220,470,7756
Claymore,Manga,159,Finished,May 6 2001 to Oct 4 2014,Action / Adventure / Fantasy / Horror / Shounen,Yagi Norihiro (Story & Art),Jump SQ.,8.34,221,34,56807
Wandering Son,Manga,123,Finished,Nov 12 2002 to Jul 12 2013,Drama / Romance / School / Slice of Life / Seinen / Gender Bender,Shimura Takako (Story & Art),Comic Beam,8.34,222,460,6838
Rose of Versailles,Manga,82,Finished,1972 to 1973,Drama / Historical / Romance / Shoujo / Military,Ikeda Riyoko (Story & Art),Margaret,8.34,223,1237,2829
Buddha,Manga,66,Finished,Sep 1972 to Nov 1983,Drama / Historical / Supernatural,Tezuka Osamu (Story & Art),Kibou no Tomo,8.34,224,1209,2622
Higurashi WHEN THEY CRY: Eye Opening Arc,Manga,21,Finished,Jan 27 2007 to Jun 21 2008,Mystery / Drama / Horror / Psychological,Houjou Yutori (Art)  Ryukishi07 (Story),None,8.34,225,1123,3765
Black Jack,Manga,243,Finished,Nov 19 1973 to Oct 14 1983,Drama / Shounen,Tezuka Osamu (Story & Art),Shounen Champion,8.34,226,740,4178
Nichijou,Manga,210,Finished,Jun 26 2006 to Oct 26 2015,Comedy / School / Shounen,Arawi Keiichi (Story & Art),Shounen Ace,8.34,227,493,6111
The Legend of a Strongest Man,Manga,90,Finished,Jan 2003 to Sep 2006,Action / Comedy / Drama / Psychological / Seinen,Fukumoto Nobuyuki (Story & Art),Big Comic Original,8.34,228,829,4532
School Babysitters,Manga,Ongoing,Publishing,Sep 24 2009 to ?,Comedy / School / Shoujo / Slice of Life,Tokeino Hari (Story & Art),LaLa,8.34,229,628,5254
Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch,Manga,26,Finished,Nov 18 2010 to Nov 17 2012,Mystery / Drama / Horror / Magic / Shounen / Supernatural,Ryukishi07 (Story)  Momoyama Hinase (Art),GFantasy,8.34,230,1880,2530
See Hear Love,Manhwa,83,Finished,Oct 18 2010 to Aug 22 2011,Comedy / Drama / Romance / Slice of Life / Seinen,Go Yeong-Hun (Story & Art),Daum Webtoon,8.34,231,689,4791
Sword Art Online: Progressive,Novel,Ongoing,Publishing,Oct 10 2012 to ?,Action / Adventure / Fantasy / Game / Romance / Sci-Fi,BUNBUN (Art)  Kawahara Reki (Story),Dengeki Bunko Magazine,8.34,232,728,4323
Silver Spoon,Manga,131,Finished,Apr 6 2011 to Nov 27 2019,Comedy / Drama / School / Shounen,Arakawa Hiromu (Story & Art),Shounen Sunday,8.33,233,357,9667
House of the Sun,Manga,53,Finished,Apr 24 2010 to May 23 2015,Romance / Shoujo / Slice of Life,Taamo (Story & Art),Dessert,8.33,234,99,28753
The Irregular at Magic High School,Novel,Ongoing,Publishing,Jul 8 2011 to ?,Action / Magic / Romance / School / Sci-Fi / Supernatural,Satou Tsutomu (Story)  Ishida Kana (Art),None,8.33,235,433,6488
Tsubasa: RESERVoir CHRoNiCLE,Manga,233,Finished,May 21 2003 to Oct 7 2009,Action / Adventure / Drama / Fantasy / Shounen,CLAMP (Story & Art),Shounen Magazine (Weekly),8.33,236,104,32871
Hana-Kimi: For You in Full Blossom,Manga,148,Finished,Aug 20 1996 to Aug 20 2004,Comedy / Drama / Romance / School / Shoujo / Harem / Gender Bender,Nakajo Hisaya (Story & Art),Hana to Yume,8.33,237,296,15513
Higurashi WHEN THEY CRY: Atonement Arc,Manga,16,Finished,Jun 22 2006 to Apr 22 2008,Mystery / Drama / Horror / Psychological,Suzuragi Karin (Art)  Ryukishi07 (Story),Gangan Powered,8.33,238,1388,3025
Magi: The Labyrinth of Magic,Manga,369,Finished,Jun 3 2009 to Oct 11 2017,Adventure / Fantasy / Magic / Shounen,Ohtaka Shinobu (Story & Art),Shounen Sunday,8.33,239,45,46202
So I'm a Spider So What?,Novel,Ongoing,Publishing,Dec 10 2015 to ?,Adventure / Comedy / Fantasy,Kiryuu Tsukasa (Art)  Baba Okina (Story),None,8.33,240,1424,2469
Cheese in the Trap Season 3,Manhwa,37,Finished,Jan 9 2013 to Aug 26 2015,Comedy / Mystery / Romance / School / Slice of Life,Soonkki (Story & Art),Naver Webtoon,8.33,241,2833,1993
Naruto: Itachi's Story,Novel,11,Finished,Sep 4 2015 to Nov 4 2015,Action / Adventure / Martial Arts / Shounen / Super,Kishimoto Masashi (Art)  Yano Takashi (Story)  Towada Shin (Story),None,8.32,242,2390,1531
Bungou Stray Dogs,Novel,Ongoing,Publishing,Apr 1 2014 to ?,Mystery / Supernatural,Asagiri Kafka (Story)  Harukawa35 (Art),None,8.32,243,2900,855
The Saga of Tanya the Evil,Manga,Ongoing,Publishing,Apr 26 2016 to ?,Magic / Military,Toujou Chika (Art)  Zen Carlo (Story),Comp Ace,8.32,244,914,3183
Kodocha: Sana's Stage,Manga,54,Finished,Jul 2 1994 to Oct 3 1998,Comedy / Drama / Romance / School / Shoujo / Slice of Life,Obana Miho (Story & Art),Ribon Magazine,8.32,245,621,8303
Blame!,Manga,66,Finished,Nov 25 1996 to Jul 25 2003,Action / Drama / Horror / Sci-Fi / Psychological / Seinen,Nihei Tsutomu (Story & Art),Afternoon,8.32,246,84,22735
Eden: It's an Endless World!,Manga,127,Finished,Sep 25 1997 to Jun 25 2008,Action / Drama / Sci-Fi / Psychological / Seinen,Endo Hiroki (Story & Art),Afternoon,8.32,247,260,9280
Silver Diamond,Manga,82,Finished,Aug 20 2003 to May 20 2012,Adventure / Fantasy / Shoujo / Shounen,Sugiura Shiho (Story & Art),Ichiraci,8.32,248,1692,2389
